id,Text,Subjectivity,Polarity,Target
500,Ann and her daughter Lizzie share advice for other families who may have a loved one struggling to manage chronic… ,0.5875,0.2875,Positive
501,"Every 2 seconds ⏳ someone dies prematurely from an NCD in emerging nations. 

We are proud to drive practical “who… ",1,0.8,Positive
502,We’re bringing SCIENCE to your home! Do you want to know how glow sticks work? Tune in for a bite-sized SCIENCE le… ,0,0,Neutral
503,"Resiliency. Partnership. Compassion. Courage. 

A reflection from our Chairman and CEO, , on the legac… ",0,0,Neutral
504,"On 9/14, World AtopicEczemaDay, we will be participating in a discussion with Wendy Smith Begolka from… ",0,0,Neutral
505,"With many students returning to college or graduate school this week,  reflected on what he has lear… ",0.5,0.5,Positive
506,America’s biopharmaceutical companies are researching mRNA vaccine technology as a means to tackle COVID19. Learn more about ad…,0.5,0.5,Positive
507,"Sepsis, a life-threatening organ dysfunction caused by a dysregulated host response to an infection, is a medical e… ",0,0,Neutral
508,. has announced the finalists for their Pharma Awards Europe 2020.We’re very proud to share that Pfizer has… ,1,1,Positive
509,About 60% of prostatecancer cases in the U.S. are diagnosed in men over the age of 65. This… ,0,0,Neutral
510,Congrats to Christine Smith for being recognized as a 2020   Champion. Hear about her work to… ,0,0,Neutral
511,How can skin conditions affect our physical and mental health? We’ll be tackling this question at an … ,0.171428571,-0.05,Negative
512,"We’re continuing momentum from WDAD2020 and advancing efforts to support boys worldwide, like Jake, who are impact… ",0,0,Neutral
513,"DUBs, a family of proteins once considered too stubborn to target, have gotten a boost in research as potential dru… ",1,0,Neutral
514,"Earlier today, we announced a proposed agreement with  to provide a supply of 200 MM doses and an opt… ",0.5,0,Neutral
515,Thank you to  for your support of our commitment. WeStandWithScience ,0,0,Neutral
516,"Watch , Pfizer’s CEO, speak about the pledge commitment we’ve made with other pharmaceutical companies… ",0.375,-0.125,Negative
517,"We are encouraged by the progress made in diagnosing &amp; treating prostatecancer, but Black men are still disproport… ",0.433333333,-0.166666667,Negative
518,"As states open up and stay-at-home orders are lifted this summer, experts offer advice on limiting your risk of exp… ",0.5,0,Neutral
519,"We are committed to developing a COVID19 vaccine that is both safe &amp; effective, but success goes beyond that. Our… ",0.433333333,0.466666667,Positive
520,It is our pledge to the public to uphold the integrity of the scientific process in the research and development of… ,0.066666667,0,Neutral
521,"Age is the greatest risk factor for developing cancer, but research shows that older people may not be getting opt… ",0.666666667,0.583333333,Positive
522,"Duchenne muscular dystrophy is a genetic raredisease, causing progressive muscle weakness. It can also impact how… ",0,0,Neutral
523,"We now have more than 25,000 participants dosed in our COVID19 vaccine clinical trial.  Learn more about our progr… ",0.5,0.5,Positive
524,"This WDAD2020, our colleagues worldwide are uniting to share one message: Together we can show strength and spread… ",0,0,Neutral
525,"We’ve announced a new milestone in our Phase 2/3 COVID19 vaccine trial, with 6,000 participants having received th… ",0.454545455,0.136363636,Positive
526,How can our learnings from COVID19 clinicaltrials be applied to benefit more patients across all trials?… ,0.5,0.5,Positive
527,Join us in raising awareness for the first ever WLD20. Our continued collaboration with the community brings us cl… ,0.333333333,0.25,Positive
528,"AFib is an irregular heartbeat associated with a higher risk for stroke. During AFibAwarenessMonth, Eileen Handbe… ",0.5,0.25,Positive
529,"COVID19 has challenged our way of life and the lives of people living with bloodcancer, but our commitment to the… ",0,0,Neutral
530,We’re LIVE with Angela Hwang and  talking equity and social reform:  ,0.283333333,0.084848485,Positive
531,"This PainAwarenessMonth, learn more about one of the leading causes of chronic pain, osteoarthritis.",0.5,0.5,Positive
532,We’re leaving no stone unturned in the fight against COVID19. Watch the full video featuring our top scientists fo… ,0.525,0.425,Positive
533,"We have committed to developing our COVID19 vaccine candidate with unprecedented speed, without sacrificing safety… ",0.9,0.6,Positive
534,"Now more than ever, healthcare workers are facing challenges in treating NCDs. Upjohn, a division of Pfizer, is pr… ",0.5,0.5,Positive
535,"By bringing content focused on combatting COVID19 to the NCDAcademy, Upjohn, a division of Pfizer, and partners,… ",0,0,Neutral
536,"COVID19 disproportionately affects Black, Native American &amp; Latinx communities. A clinical trial to evaluate the s… ",0.216666667,-0.083333333,Negative
537,"Today kicks off Alopecia Areata Awareness Month. DYK this autoimmune disease causes hair loss, and has no cure? R… ",0,0,Neutral
538,Want to learn more about the racial and socioeconomic disparities healthcare workers have faced the past few months… ,0.283333333,0.016666667,Positive
539,"Pfizer and BioNTech are leveraging decades of scientific expertise and working together to develop, test and manufa… ",0,0,Neutral
540,NCDAcademy is hosting a TwitterChat 🗣️ on Sept. 1 at 9 am ET. Follow  and ESCCongress to join the con… ,0,0,Neutral
541,"We are currently enrolling up to 30,000 participants for our COVID19 Phase 2/3 clinicaltrial. Learn more about ho… ",0.45,0.25,Positive
542,Pfizer is sharing a gastroenterologist’s perspective on telemedicine for people living with UC during the pandemic.,0,0,Neutral
543,Our Global Breast Cancer Clinical Lead Dr.  &amp; Dr. Elizabeth Comen discuss why people living with… ,0,0,Neutral
544,"We can all have a role to play in the clinicaltrials process. Jason, Vivian, Julia and Bryce discuss their roles a… ",0,0,Neutral
545,"There are many causes of hair loss. This month, National Hair Loss Awareness Month, take a moment to learn about… ",0.5,0.5,Positive
546,"We’ve reached a new milestone in our COVID19 clinical trial: we’re more than 50% of our goal to enroll up to 30,00… ",0.477272727,0.318181818,Positive
547,Here are some of the things you can expect to learn more about when you sign up to participate in a clinicaltrial. Get started here:,0.5,0.5,Positive
548,"NASH is a serious, progressive liver disease. Although NASH impacts approximately 3-5% of adults worldwide, it is… ",0.633333333,-0.366666667,Negative
549,. joins  to reflect on the year so far &amp; how Pfizer is responding to the COVID19 health… ,1,0.1,Positive
550,"If you’re an LGBTQ 🏳️‍🌈 patient, coming out to your doctors may help you get the care you need. Learn why it’s so… ",0,0,Neutral
551,"Women Inspiring Women is a program to accelerate growth for its members in senior roles 📈, create a community of wo… ",1,0.5,Positive
552,Visit  to discover how RA advocate Angela found support and community by sharing her RA jou… ,0,0,Neutral
553,Multisector partnerships are key to addressing the burden of NCDs. Learn more from thought leaders who participate… ,0.75,0.25,Positive
554,"As our 2020 intern class heads back to school, our CEO  reflects on the lessons we learned taking our… ",0,0,Neutral
555,"As the role of telemedicine  evolves in 2020, rheumatologist Dr. Ara Dikranian shared three tips to keep in mind… ",0,0,Neutral
556,We remain committed to fulfilling the promise of biosimilars by helping more people living with cancer get the tr… ,0.5,0.5,Positive
557,We have a deep history in navigating the complex and challenging process of vaccine development. Read how we're ap… ,0.6,0.066666667,Positive
558,"We're bringing SCIENCE to your home! Our scientists 🧑‍🔬 are delivering bite-sized SCIENCE, a series of lessons for… ",0,0,Neutral
559,"Today on WorldHumanitarianDay, we celebrate and support the RealLifeHeros providing humanitarian relief around th… ",0,0,Neutral
560,"The latest update on our COVID19 clinical trial with , from our Chief Development Officer… ",0.9,0.5,Positive
561,"When someone is diagnosed with metastaticBC, a million questions run through their mind 🤯. Listen to… ",0,0,Neutral
562,Weight gain in menopause is a core theme to this episode of menopause: unmuted. menopause SponsoredbyPfizer,0,0,Neutral
563,"For over 170 years, we've delivered some of the most important medical innovations in history. Our passion for scie… ",0.5,0.3,Positive
564,"It’s been nearly 20 years since a new sickle cell disease treatment has been approved, but this week, Pfizer scient… ",0.427272727,0.118181818,Positive
565,"In episode 5 of menopause: unmuted, Rebecca talks frankly about the weight gain and mood fluctuations that defined… ",0,0,Neutral
566,"Register now to hear Kathrin Jansen, our SVP &amp; Head of Vaccines R&amp;D speak as a part of  Prognosis eve… ",0,0,Neutral
567,A recent  livestream sponsored by Pfizer and  focused on unique challenges faced by the chronicpain… ,0.625,0.1875,Positive
568,"Mark your calendars! Pfizer’s Investor Day, highlighting our R&amp;D efforts and potential breakthroughs, will be held… ",1,0,Neutral
569,Our Chief Patient Officer Dr. Dara Richardson-Heron joined the  virtual conference to talk about Pf… ,0,0,Neutral
570,"Want to learn more about the fight against COVID19? TheANTIGEN podcast is here to help.

We deep dive into: 
➡️… ",0.45,0.25,Positive
571,"Congrats to our Chief Scientific Officer, Dr. Mikael Dolsten &amp; Chief Patient Officer, Dr. Dara Richardson-Heron for… ",0,0,Neutral
572," ‘s Chief Patient Officer, Dr. Dara Richardson-Heron joined us during NMAGoesVirtual2020 to speak on the need…",0,0,Neutral
573,"ICYMI: Check out this  article on our longstanding partnership with , , … ",0,0,Neutral
574,Kathie helps her friends through the menopause: “I'm able to give them a sense that it's not the end of the world.”… ,0.625,0.5,Positive
575,Today we announced a multi-year agreement to manufacture &amp; supply  investigational antiviral for t… ,0,0,Neutral
576,"Kathie experienced menopause in her 30s, induced by a partial hysterectomy. 
menopause 
SponsoredbyPfizer… ",0.6,0.35,Positive
577,"Pfizer is proud to sign TheHispanicPromise, the first-of-its-kind national pledge to hire, promote, retain and cel… ",1,0.8,Positive
578,What to know about our pivotal global study with  to evaluate our lead mRNA vaccine candidate agains… ,0.4,0.25,Positive
579,Genetherapy is one of the most innovative areas in science today. Learn how we are working to pioneer breakthrough… ,0.75,0.5,Positive
580,"We’re hoping your children are enjoying our bite-sized SCIENCE series. This week, Paul teaches us why we crave salt… ",0.6,0.5,Positive
581,Today we announced an agreement with the Government of  to supply our BNT162 mRNA-based vaccine candidate a… ,0,0,Neutral
582,Partnership is key to address GlobalHealth challenges.  shares learnings from our longstanding collaboratio… ,1,0,Neutral
583,"Along with , we continue to make significant progress in our BNT162 vaccine program. Thanks to the… ",0.5375,0.2875,Positive
584,The late stage study of our mRNA vaccine candidate against COVID19 is planned to be conducted at up to 120 clinic… ,0.6,-0.3,Negative
585,"We’ve partnered with , leading patient advocacy organizations &amp; healthcare professionals on… ",0,0,Neutral
586,We’re excited to partner with  on FindYourMBCVoice. Watch  today as she discusses why she got i… ,0.75,0.375,Positive
587,DYK that alopeciaareata impacts 147 million people globally? Today is InternationalAlopeciaDay and we’re celebra… ,0,0,Neutral
588,Charlene experienced an early and sudden menopause. She wishes she’d been more vocal. menopause SponsoredbyPfizer,0.55,0.35,Positive
589,"ICYMI, a discussion led by  and sponsored by Pfizer and  shed light on challenges the chronic pain… ",0.7,0.4,Positive
590,"Despite having a rare genetic disease that requires him to use a wheelchair, 17-yr-old Jake Marrazzo lives a full l… ",0.725,0.325,Positive
591,"Today we announced an agreement with the Ministry of Health, Labor and Welfare in Japan to supply 120M doses of ou… ",0,0,Neutral
592,"COVID19 has amplified the need for better solutions to protect people with underlying health conditions, such as n… ",0.5,0.25,Positive
593,"In episode 3 of menopause: unmuted, Charlene shares how she adapted the way she worked to manage her menopause symp… ",0,0,Neutral
594,We’re thrilled to be recognized on the 2020 list of ’s Best Workplaces for Innovators. See the full lis… ,0.516666667,0.65,Positive
595,"NCDs represent a silent, yet significant threat to global publichealth.  shares thoughts with… ",0.325,0.125,Positive
596,Interested in knowing the science behind eating healthy foods? We launched a series of science lessons by our scien… ,0.566666667,0.116666667,Positive
597,"Expediting the development of a potential COVID19 vaccine is important, with safety at the forefront.

Read how we… ",1,0.2,Positive
598,UPDATE: $PFE $BNTX mRNA-based vaccine candidate against SARS-CoV-2 (BNT162b2) is moving into Phase 2/3 clinical de… ,0,0,Neutral
599,"At a young age, Laura Pellicano, 19, decided she didn’t want to wear a wig or hat to cover up her hair loss from alopecia areata.",0.4,0.1,Positive
600,"In the last episode of TheANTIGEN COVID-19 mini-series, we’re asking: what does partnership look like as we head t… ",0.066666667,0,Neutral
601,"ICYMI: John Young, our Chief Business Officer, participated in a hearing with the  Committee on our… ",0.4,0.1,Positive
602,"Rachel’s first symptoms of menopause came in her late 40s – sleep disturbances and a lot of night-time heat.
menopause SponsoredbyPfizer",0.466666667,-0.025,Negative
603,"From invisible to invincible, this is Rachel’s menopause story of emotional highs and lows. 
menopause SponsoredbyPfizer",0.65,0,Neutral
604,"We’re hoping your children are enjoying our bite-sized SCIENCE series. This week, Lindsay talks about the science b… ",0.6,0.5,Positive
605,"Mike Gladstone, Global President of Internal Medicine, recently sat down with Hayley Romer, publisher of… ",0.134722222,-0.038888889,Negative
606,UPDATE: We're proud to announce an agreement with   under Operation WarpSpeed for up to 600M doses… ,1,0.8,Positive
607,"ICYMI: Earlier this week, we announced an agreement with  to supply 30M doses of our potential COVID19… ",0.75,0,Neutral
608,"LIVE NOW: John Young, our Chief Business Officer, sits down with the  Committee to discuss our R&amp;D e… ",0.396296296,0.026936027,Positive
609,Integral to the fight against the COVID19 pandemic is the body’s own immune system. Read about how our natural def… ,0.7,0.35,Positive
610,"Tomorrow: John Young, our Chief Business Officer, is taking part in an important hearing with the  C… ",0.7,0.25,Positive
611,"An estimated 1 in 5 people in the US live with chronicpain, a difficult condition to manage – made more complex by… ",0.6,-0.040909091,Negative
612,Every 💊 we have today to treat or prevent disease was first tried and tested by people who joined a clinical study.… ,0.333333333,0.25,Positive
613,Our long heritage of producing life-changing vaccines is built on outstanding innovation 💡👩🏻‍🔬: not only in resea… ,0.758333333,0.15,Positive
614,Our message for WorldEmojiDay? Science. Will. Win. ,0.4,0.8,Positive
615,"Upjohn, a division of Pfizer, is proud to partner with  on this new NCDAcademy initiative, bringing CVD… ",0.727272727,0.468181818,Positive
616,"Things may seem uncertain right now, but your lung cancer treatment shouldn’t be. We’ve provided helpful informati… ",0.535714286,0.285714286,Positive
617,Experiencing hot flashes and night sweats were among some of the early menopause symptoms Susan experienced.,0.683333333,0.383333333,Positive
618,We encourage our colleagues to have courageous conversations about the racism &amp; inequality that persists today. One… ,0,0,Neutral
619,"From dealing with emotional changes, to managing hot flashes at work, Susan’s menopause story is about seeking help… ",0.75,0.125,Positive
620,Catching some summer rays☀️? Check out these 4️⃣ tips on sun safety👇😎 ,0.9,0.6,Positive
621,Happening now at  ChasingCancer:  and  are discussing the pitfalls of the curren… ,0,0,Neutral
622,"GroupBstrep (GBS) infections cause ~150,000 preventable stillbirths and infant deaths every year. 

During… ",0,0,Neutral
623,"In case you missed it, we launched a series of science lessons by our scientists designed for 6 yrs old - teens in… ",0.2,0.1,Positive
624,"Global President of Internal Medicine, Mike Gladstone, is speaking at 2:45pm ET TODAY at AtlanticPulse! Watch it l… ",0,0,Neutral
625,"Last week, CEO  joined  and 20+ biopharma leaders to launch the . The healthcare i… ",0.066666667,0,Neutral
626,We are PfizerProud to announce that we achieved a top score of 100 on the 2020 Disability Equality Index.… ,0.5,0.5,Positive
627,What the scientific community knows about COVID19 has changed tremendously since it first emerged late last year.… ,0.5,0.070833333,Positive
628,"Join Mike Gladstone, Global President of Internal Medicine, at AtlanticPulse for a discussion on Pfizer and the ph… ",0,0,Neutral
629,"RepresentationMatters - Nanette Cocero, our Global President of Vaccines, was recently named one of… ",0.125,0,Neutral
630,"COVID19 is taking a pronounced toll on frontline healthcare workers, which may impact their mentalhealth. 

Hear… ",0,0,Neutral
631,Looking forward to updating the  committee on 7/21 about our ongoing progress for a COVID19… ,0,0,Neutral
632,"Unlike COVID19, AMR is a predictable and preventable crisis – a problem we can't afford to ignore. Today, we're proud t…",0.75,0.3,Positive
633,Pfizer’s Dr. Dara Richardson-Heron spoke with  at  virtual conference about our commitme… ,0,0,Neutral
634,Biosimilars are the future of healthcare and a potential savings solution Americans need. We proudly support… ,0.708333333,0.266666667,Positive
635,"As the global health threat of superbugs continues to rise, there is no time to waste. Pfizer is proud to join mor… ",0.333333333,0.2,Positive
636,"Learn why blood is so important.Our scientists 👩‍🔬 👨‍🔬 are delivering bite-sized SCIENCE, a series of lessons for c… ",0,0,Neutral
637,"Today we raised $15m and expanded our relationship with , entering into an agreement for DUB target validation.…",0,0,Neutral
638,"Clinical trials can lead to life-changing new 💊. Pfizer proudly partners with over 6,000 study sites on trials made… ",0.727272727,0.468181818,Positive
639,"Though the impact of chronic pain is significant, many are still unfamiliar with the underlying drivers of chronicpain.",0.6875,0.4375,Positive
640,"Surgical Green 🟩. N95 White ⬜️. Hospital Blue 🟦. One nation, uniting in gratitude. To the scientists, healthcare, a… ",0.133333333,-0.066666667,Negative
641,"Why do health officials often recommend 14 days as the standard COVID-19 quarantine period? Why not 5, 10, or 20 da… ",0,0,Neutral
642,"How can you stay vigilant about COVID19 this FourthofJuly weekend?

✔️ Keep activities &amp; celebrations outside
✔️… ",0.05,0,Neutral
643,"Drug-resistant infections can’t be stopped by one country alone. 

To better track this slow-moving pandemic, we're coll…",0.5,0.5,Positive
644,"Just in time, parents! Our scientists 👩🏿‍🔬🔬 are delivering bite-sized SCIENCE, a series of lessons for children 6 y… ",0,0,Neutral
645,We’re continuing to address unmet needs for people affected by bloodcancer. Learn about acute myeloid leukemia –… ,0.9,0.6,Positive
646,"As ’s 2020 Honorable Mentor, , in conversation with Charlotte Allerton &amp; other healthcare lead… ",0.375,-0.125,Negative
647,"Detect ATTR-CM. Discover the tools to diagnose transthyretin amyloid cardiomyopathy, a fatal disease that is often… ",0,0,Neutral
648,It’s time to StopHateForProfit – learn more about our actions here:  ,0.5,0.5,Positive
649,"Since partnering with  and  in 2017, we have seen the impact that sustainable access to… ",0,0,Neutral
650,"""Pride is more than just one month. It’s who I am. It’s a part of me.” Our colleagues reflect on how Pride isn’t j… ",0.5,0.5,Positive
651,"This week on TheANTIGEN, we answer the question on everyone's mind: When might we have a COVID19 vaccine?

Learn… ",0,0,Neutral
652,"Today is WorldVitiligoDay, which shines a light on the ~70M people worldwide impacted by this disease. On 6/27, we… ",0.7,0.4,Positive
653,Suspect ATTR-CM. Transthyretin amyloid cardiomyopathy presents with heartfailure symptoms. Learn how to recognize… ,0,0,Neutral
654,We are proud to work with our fellow biopharma companies &amp;  on our shared goal: to defeat COVID19. Because s… ,1,0.8,Positive
655,"AMR is a global public health threat expected to lead to 700,000 deaths each year if action isn’t taken. 

We’ve j… ",0.141666667,0,Neutral
656,Our own Dr. Dara Richardson-Heron is talking with  at  ChasingCancer about how we can help ens… ,1,0.6,Positive
657,"Just in time, parents! Our scientists 🧑‍🔬 are delivering bite-sized SCIENCE, a series of lessons for children 6 yrs… ",0,0,Neutral
658,Every life-changing💊 goes through extensive clinical trials with hundreds – or even thousands – of 👩🏼‍🤝‍👩🏿👩🏾‍🤝‍👨🏼👨🏻‍🤝‍👨🏿.,0.333333333,0,Neutral
659,"Urgent action is needed to slow AMR mortality rates in Africa, which could be 10x that of N. America &amp; Europe by 2… ",0.25,-0.1,Negative
660,"Cancer doesn’t discriminate, and neither should cancer care. We’re working with the community to ensure older peop… ",0.333333333,0.166666667,Positive
661,"Tune in 🎧 as Angela Hwang, Group President of our Biopharma group, chats with , CEO &amp; Founder of… ",0,0,Neutral
662,"Pfizer Oncology CMO, Dany Habr, wrote a piece in  on how COVID19 exposed issues in how we treat old… ",0,0,Neutral
663,"Pride was born out of protest, and it’s important to remember that the current day Pride events, which are often f… ",0.7,0.2,Positive
664,"Underrecognized &amp; underdiagnosed, transthyretin amyloid  (ATTR-CM) is a rare condition that often leads to… ",0.9,0.3,Positive
665,"Around the world, people have come together, raising their voices against the racism, injustice, &amp; inequality suffe… ",0,0,Neutral
666,Earlier today we announced the initiation of four Phase 3 studies within our current pipeline of investigational va… ,0.45,0,Neutral
667,"This MensHealthMonth, hear more from Bill and Dan – two men living with advanced prostatecancer – on the importan… ",0.55,0.45,Positive
668,The Pfizer Foundation is proud to work with  to help protect vulnerable communities during COVID19 – and… ,0.75,0.15,Positive
669,"Our Chief Patient Officer, Dr. Dara Richardson-Heron, on our commitment to the sicklecell patient community. WorldSickleCellDay",0,0,Neutral
670,"On WorldSickleCellDay and every day, we are committed to developing the best treatments and therapies for our pati… ",0.3,1,Positive
671,"We are taking time today to reflect on the past, in honor of Juneteenth, the oldest nationally celebrated commemor… ",0.5,0.05,Positive
672,John Young discusses our efforts in the age of COVID19. “I will always remember how all of our colleagues around t… ,0.4,0.1,Positive
673,"Detect ATTR-CM. Know the facts &amp; learn about techniques used to diagnose ATTR-CM, such as endomyocardial biopsy &amp; n… ",0.5,0,Neutral
674,"Just in time, parents! Our scientists 🧑‍🔬 are delivering bite-sized SCIENCE, a series of lessons for children 6 yrs… ",0,0,Neutral
675,"On June 23, we’ll be discussing the latest advancements in maternal immunization with the . Learn more… ",0.9,0.5,Positive
676,How did lupus turn an athlete into a patient advocate? Hear from Brittany about living with not one but two chroni… ,0,0,Neutral
677,"Hear from Brenda Cooperstone, our Chief Development Officer, on how we’ve built a path forward in light of COVID-19… ",0.7,0.4,Positive
678,Non-communicable diseases (NCDs) have a devastating impact on both developed and developing countries. Learn more… ,0.65,-0.45,Negative
679,Our CEO  joins other U.S. corporate leaders in discussing action plans for racial equity in this piece… ,0.158333333,-0.008333333,Negative
680,"Since 2012, Pfizer has implemented &gt;1,500 sustainability projects to help protect the environment &amp; communities… ",0,0,Neutral
681,"Patient health and safety is Pfizer’s first priority, especially during times of crisis. We’ve put together some ti… ",0.666666667,0.125,Positive
682,"Today, DHIT and the  are proud to announce that  Pfizer has joined as a Program Champion for our virtua…",1,0.8,Positive
683,What do we know about the impact of COVID19 on those living with non-communicable diseases? Potential long-term ef… ,1,0,Neutral
684,How many adults in the United States have diabetes? ADA2020,0.5,0.5,Positive
685,type2diabetes is a chronic condition characterized by high blood sugar. An A1C test is used to monitor how well yo… ,0.54,0.16,Positive
686,"Today and every day, we remain committed to advancing scientific breakthroughs for, and understanding of, NASH. Thi… ",0,0,Neutral
687,"While the world is on hold, many of us are understandably anxious as we wait for a vaccine. So how is COVID19 bei… ",0.75,0.125,Positive
688,"Once stayhome orders are lifted, people will begin to gather at schools, stores, &amp; parks. Help ensure this pandemic is no…",0,0,Neutral
689,"Our CBO John Young’s essay is featured in Biotechnology in the Time of COVID-19: Commentaries from the Front Line,… ",0.4,0.1,Positive
690,"Just in time, parents! Our scientists 👩‍🔬 👨‍🔬 are delivering bite-sized SCIENCE, a series of lessons for children 6… ",0,0,Neutral
691,We’re pleased to announce an RFP from  and Pfizer for interventions that aim to reduce health dispa… ,1,0.5,Positive
692,"It’s the end of your shift. You have one last patient to chart, but you have a question about a Pfizer medication.… ",0.066666667,0,Neutral
693,We’re proud to support  efforts to provide critical medicine and supplies for hospitalized COVID19 pa… ,0.9,0.4,Positive
694,Got science? Need resources? We’re looking to support biotech innovation through the Pfizer Breakthrough Growth Ini… ,0,0,Neutral
695,"Hope🙏. It’s what happens when patients and our scientists unite. This NationalCancerSurvivorsDay, watch the full v… ",0.55,0.35,Positive
696,"We are proud to have joined GenerationGavi 10 years ago, and we are committed to doing our part to protect the nex… ",1,0.8,Positive
697,"Today, we announced a new effort to support biotechnology companies who may need funding to bring their great ideas… ",0.602272727,0.468181818,Positive
698,Our Purpose - breakthroughs that change patients’ lives – will not be achieved if we don’t work together to increas… ,0,0,Neutral
699,"As MelanomaAwarenessMonth comes to a close, learn more about BRAF gene mutations and why it can be important for p… ",0.75,0.45,Positive
700,"Do you know how many harmful chemicals tobacco smoke contains? That’s 7,000 more reasons to quit smoking this… ",0.5,0.5,Positive
701,"Cancer is caused by a variety of genetic mutations, including BRAF mutations, which can be common in certain cance… ",0.535714286,-0.042857143,Negative
702,Data presented at medical meetings like ASCO20 can be complex if you’re not a scientist. Learn how we’re working t… ,0.2,-0.15,Negative
703,"Watch Dr. Freda Lewis-Hall (our senior medical advisor) on The Doctors, where she discussed how genetherapy works… ",0,0,Neutral
704,Have a question about a Pfizer medication? Go straight to the source! Visit  to search for a… ,0.4,0.25,Positive
705,LIVE now: How to maintain a good mental outlook during these unprecedented times. ,0.55,0.334090909,Positive
706,Tobacco use is a global public health threat that impacts millions around the world each year.  Join us in advocat… ,0.033333333,0,Neutral
707,We’re proud to support the New York Urban League’s work to support families with direct cash grants and virtual tow… ,0.463636364,0.259090909,Positive
708,"Amidst COVID19 emergency, it’s our priority to provide necessary support and information to people affected by Bladd…",1,0,Neutral
709,Pfizer is proud to celebrate Asian Pacific American Heritage Month and the achievements and cultural contributions… ,0.275,0.225,Positive
710,Finding yourself stressed out? Take a look at 4 tips to help manage your mentalhealth. 🧠🥗💪🛏🎶📚📲 ,0,0,Neutral
711,"Thanks for following along with us this AAM. For continued inspiration, visit this site and read about how RA advo… ",0.15,0.1,Positive
712,"Despite our current reality, cancer doesn’t stop. And, we won’t either. For us, nothing is more urgent or more per… ",0.466666667,0.333333333,Positive
713,"Learn more about our VP of Global Health and Patient Access, Caroline Roan, and the role she plays in broadening ac… ",0.25,0.25,Positive
714,"A $500,000 grant from the Pfizer Foundation to the Food Bank Council of Michigan will help provide emergency food to …",0,0,Neutral
715,Celebrating APAHM Month and the many colleagues and cultures in our Pfizer community. ,0.5,0.5,Positive
716,WorldNoTobaccoDay is this Sunday. We will be joining  to advocate for a reduction in tobacco consumption acro… ,0,0,Neutral
717,"Meet Dan Xu, a cancer vaccines researcher at Pfizer, who is working from home and sharing insights on what it’s lik… ",0,0,Neutral
718,Pfizer is proud to celebrate Asian Pacific American Heritage Month and the achievements and cultural contributions… ,0.275,0.225,Positive
719,Pfizer is proud to celebrate Asian Pacific American Heritage Month and the achievements and cultural contributions… ,0.275,0.225,Positive
720,Learn more about how a higher disease incidence and poorer quality of care contribute to health disparities in the… ,0.5,0.375,Positive
721,"As COVID19 remains prevalent, those living with chronic health conditions continue to be at higher risk of severe… ",0.5,0.25,Positive
722,Pfizer is proud to celebrate Asian Pacific American Heritage Month and the achievements and cultural contributions… ,0.275,0.225,Positive
723,Pfizer is proud to celebrate Asian Pacific American Heritage Month and the achievements and cultural contributions… ,0.275,0.225,Positive
724,"People with autoimmune and chronic inflammatory conditions have unique concerns about COVID19. Tamas Koncz, MD, Ph… ",1,0.375,Positive
725,"Upjohn, a division of Pfizer, is proud to partner with   &amp;  to support healthc… ",1,0.8,Positive
726,We are proud to support our partner ’s innovative use of drones to transport COVID19 samples from rural cl… ,0.666666667,0.433333333,Positive
727,"By partnering with ,  &amp; , Upjohn, a division of Pfizer, is bringing comprehens… ",0,0,Neutral
728,Our  spoke with  about our response to the novel coronavirus. ,0,0,Neutral
729,Patients with ulcerativecolitis can experience stress with their symptoms. It’s important to remember that you’re… ,1,0.4,Positive
730,“Make the impossible possible.” Go behind the scenes of the unprecedented race to develop a vaccine to fight… ,0.9,-0.116666667,Negative
731,"Today on World IBD Day we highlight the impact IBD has on people's professional life.

worldibdday2020…",0.1,0.1,Positive
732,Those living with IBD inspire us with their commitment to makeIBDwork for them in their career. One way to do this… ,0,0,Neutral
733,Innovation is at our core. We are proud to be named a DigitalTransformation Trailblazer by  for our… ,1,0.8,Positive
734,The physical and emotional toll of ulcerativecolitis can add stress to patients in the workplace. With an understa… ,0.396428571,0,Neutral
735,"Tune in 🎧 as Angela Hwang, Group President of our Biopharma group, chats w/ Dr. Dara Richardson on her new role as… ",0.454545455,0.136363636,Positive
736,"We see and feel the impact the COVID-19 pandemic is having on the world, which also includes IBD patients. It’s mo… ",0,0,Neutral
737,"COVID19 magnifies the importance of supporting our healthcare workers. 👩‍⚕️ 👨‍⚕️ Upjohn, a division of Pfizer, re… ",0.25,0.25,Positive
738,"TheANTIGEN podcast is back with:

✅ a new host
✅ a new format
✅ a new mini-series focused on COVID19

In this fir… ",0.340909091,0.102272727,Positive
739,"In honor of Clinical Trials Day on May 20, we salute the researchers 👩‍🔬 👨‍🔬 and participants 👭 👬 👫 who help make n… ",0,0,Neutral
740,The most common genetic mutation in metastatic melanoma is BRAF. Knowing your mutation status is so important as i… ,0.666666667,0.2,Positive
741,Suspect the signs of ATTR-CM. Know the clues🔎that should raise your suspicion of transthyretin amyloid cardiomyopathy. SuspectAndDetect,0,0,Neutral
742,"We are proud to be a long-standing partner of , working together to combat the burden of NCDs like… ",1,0.8,Positive
743,"Question about a Pfizer medication? Don’t worry, you can hang up the phone. Visit  to search… ",0,0,Neutral
744,We are PfizerProud to support  in their mission to close the gender gap in tech. By bringing their pr… ,0,0,Neutral
745,"Our medicines and vaccines save lives, but they can't make themselves. RT or reply with a ""💙"" to help us say… ",0,0,Neutral
